ds,yhat,yhat_lower,yhat_upper
2014-04-11,1457.1358379527524,-1257.2204857394556,4253.214570322445
2014-04-12,1057.0526325074518,-1699.507768065423,3805.5257541898272
2014-04-13,1239.9087447292432,-1368.1505534551002,3829.1033511230626
2014-04-15,870.3491420029719,-1824.4332757486359,3738.3994148064426
2014-04-16,5.934824474560401,-2756.1990625301632,2579.748845629918
2014-04-18,1472.8319457226933,-1382.5127228770402,4004.527334064198
2014-04-19,1076.1950352318802,-1552.7604765196627,3795.908427025869
2014-04-20,1258.201851115089,-1638.0577967237807,3805.8273030610703
2014-04-21,1463.9384244457624,-1357.2198520171178,4417.236446375733
2014-04-22,875.7961946835441,-1905.6135577154844,3503.635535246105
2014-04-23,0.5062006014823055,-2867.863221111315,2644.3667977775385
2014-04-25,1440.0917991747122,-1371.3955871287994,4291.02297938342
2014-04-26,1028.4812812264488,-1612.8532106541122,3810.69311481683
2014-04-28,1387.3333937480404,-1374.8708219481855,4065.921726513206
2014-04-29,786.6710191132096,-1754.424244068644,3466.277685126896
2014-04-30,-99.0157524214826,-2834.1981697690935,2530.3739403132554
2014-05-02,1328.1872196208803,-1512.5368406917905,4144.371358441126
2014-05-03,915.3631525346299,-1779.3500216890764,3562.6641878520295
2014-05-04,1084.9429701077106,-1501.239751822105,3820.8201235741794
2014-05-05,1282.8330508802817,-1468.2081775964703,4164.726590837617
2014-05-06,692.0814980094634,-2119.667806007765,3437.6240562659304
2014-05-07,-180.10484494463367,-2766.4567125577005,2499.499936525257
2014-05-08,1016.2999420928957,-1946.202383285528,3539.946295207456
2014-05-09,1283.762268329875,-1435.127348104564,4065.7418847201184
2014-05-10,893.3018324447854,-1659.6286402002845,3573.6802276464864
2014-05-11,1087.260206088602,-1563.2943069447726,4013.4630349036306
2014-05-12,1310.95753755323,-1321.7280395726596,4171.101922535536
2014-05-13,746.8109869747448,-2094.5932145458432,3654.314548793927
2014-05-14,-98.62987210911274,-2559.5809981626085,2794.4509814673897
2014-05-16,1416.5017422306469,-1367.7333334694158,4094.1418387272947
2014-05-17,1049.282459471953,-1684.132988136532,3680.6234893318187
2014-05-18,1264.101778526336,-1483.191287553455,4034.674686728953
2014-05-19,1505.7634198977341,-1181.0618604935823,4305.1555536108335
2014-05-20,956.2431299562065,-1757.7133018157283,3843.8984295653368
2014-05-21,121.7351605675583,-2524.928340966453,2981.0767331856146
2014-05-22,1351.3399199037985,-1580.672711521637,4149.651313760528
2014-05-23,1646.7098263231444,-1086.443859350827,4295.677407306152
2014-05-24,1278.1830483273536,-1525.2918928644635,4083.0918796051515
2014-05-25,1487.569009152486,-1191.528904802714,4176.023644770371
2014-05-26,1719.8176003319645,-1195.2170965393339,4313.222157303585
2014-05-27,1157.1454551488755,-1568.6200948732544,3902.6669609540113
2014-05-28,306.07439382729285,-2578.621680809221,2923.141867234735
2014-05-30,1789.369586056118,-948.0764342281288,4572.481993135143
2014-05-31,1396.7139401277072,-1521.9280892013212,4001.2043835020913
2014-06-01,1580.5065995770758,-1088.582998085631,4229.348009452492
2014-06-02,1786.273579178554,-727.0339964287416,4574.878351713264
2014-06-03,1196.8130186209364,-1497.1167893894644,3757.0818414569662
2014-06-04,319.2184158664704,-2465.4321135508867,2972.422556389726
2014-06-06,1752.4125048298042,-761.7106519227729,4560.89949504473
2014-06-07,1337.1482861124548,-1287.2995310604665,4098.2524531357
2014-06-08,1500.512826481394,-1060.7519786394357,4078.041060718368
2014-06-09,1688.3628086985123,-1058.6554777812287,4339.595055223688
2014-06-10,1083.7522036253392,-1659.5498546317795,3732.5727316510824
2014-06-13,1611.8722879557413,-1124.1409265719906,4323.027426709839
2014-06-14,1193.4976522871593,-1454.9214765956724,4098.670644961013
2014-06-15,1356.6173644155906,-1422.3465288842633,4140.327828358415
2014-06-16,1546.8910563081558,-1132.3315895355395,4335.31833553879
2014-06-17,947.118917706709,-1709.8715657210787,3664.4267437248886
2014-06-18,64.27068438945389,-2854.69330131382,2977.1436972604743
2014-06-20,1501.0645348347516,-1181.4621573223155,4271.990076013285
2014-06-21,1093.8728643613317,-1621.3613044225626,3867.514626346517
2014-06-22,1268.8371518773517,-1647.8299607175395,3895.102495144475
2014-06-23,1471.2487616931987,-1219.7905724952006,3965.0936539395766
2014-06-24,883.559176637683,-1732.8773942843472,3620.2494995084658
2014-06-25,12.418312288028119,-2828.453494776237,2848.815131944055
2014-06-27,1470.413274020124,-1157.8195552835036,4294.993970712848
2014-06-28,1072.2849429884866,-1726.2283280614745,3793.819787522169
2014-06-29,1255.0846738908124,-1560.883627750027,3827.5532317386055
2014-06-30,1464.017391159065,-1146.652763688536,4046.1537320809634
2014-07-01,881.5007489878831,-1972.3812002769744,3728.31252524088
2014-07-02,14.201383048637354,-2907.1274673310695,2926.3745971411495
2014-07-04,1476.1814145979463,-1084.3451617898033,4343.651602420191
2014-07-05,1078.4433071149379,-1771.4048376785404,3869.778627724705
2014-07-06,1260.7817005389677,-1264.3200689135751,4142.944840156168
2014-07-07,1468.59169949436,-1221.2489738337038,4055.4070951357908
2014-07-08,884.493450171113,-1913.5411045108926,3661.322261643742
2014-07-09,15.360012457781067,-2737.690679709838,2846.580452616559
2014-07-11,1473.7111179863641,-1199.1274651349045,4127.445772819655
2014-07-12,1074.5393978047302,-1619.6987856381515,3753.6582134272676
2014-07-13,1255.9010729821148,-1350.5386042585478,4196.577157032322
2014-07-14,1463.307114985918,-1105.1636724176901,4034.4702747445035
2014-07-15,879.4597705849537,-1913.8950312248885,3598.0951434372823
2014-07-18,1473.6361826454165,-1413.7297237824014,4152.190587816491
2014-07-19,1077.4313055117782,-1789.3693092595688,3779.544156121093
2014-07-20,1262.289694397131,-1429.9465611783207,3915.318867245817
2014-07-21,1473.6041771292973,-908.6376536331933,4514.476580267166
2014-07-22,893.9383358020026,-1708.0282508214084,3712.3380988576355
2014-07-23,30.058574093985726,-2476.7037833229983,2879.2791398984755
2014-07-25,1500.7430521691613,-1283.3311103622775,4079.3677619431105
2014-07-26,1108.25224750414,-1584.1535156246223,3888.51539277222
2014-07-27,1296.33884155566,-1238.8080927073079,3971.1976644877755
2014-07-28,1510.2818296909911,-1215.7377348625919,4269.434518148629
2014-07-30,69.88595625700782,-2627.762013380006,2698.985905387908
2014-08-01,1540.7572441576544,-1082.1559521344525,4323.5191740909
2014-08-02,1147.342721160943,-1610.3412177851292,3850.062134696042
2014-08-03,1333.961911953104,-1302.7861723035269,3958.126287967502
2014-08-04,1546.04604262359,-1065.1962213773277,4192.243366036003
2014-08-05,966.2633700512848,-1662.2731133557681,3622.505352863244
2014-08-06,101.55216038566732,-2681.3476467389205,3032.104041183009
2014-08-08,1569.4417124334016,-1135.8067944562013,4272.165190209329
2014-08-09,1175.6412455959808,-1665.954612017213,3978.4744602363203
2014-08-11,1577.223221042818,-1278.366105590092,4400.372128329306
2014-08-12,1001.261516256091,-1679.257555679348,3678.7063706187128
2014-08-15,1628.2748955250056,-957.5657809810339,4337.955329564892
2014-08-16,1247.1141998308915,-1569.1087687849001,4078.7813006319434
2014-08-17,1449.616207126245,-1313.9235079693174,4034.476434526488
2014-08-19,1125.6615519214988,-1836.486477770259,3802.099121281504
2014-08-20,289.14659245313806,-2556.5223270227443,3072.9775922210015
2014-08-22,1826.1731462493617,-888.4796319745371,4593.002526354341
2014-08-23,1473.0231471352329,-1260.8449994333557,4101.009482849197
2014-08-24,1704.6974667666288,-961.2079655685365,4575.196845384998
2014-08-25,1966.4783807921854,-1044.474236658621,4604.884347439841
2014-08-26,1440.7587216169193,-1466.358946747774,4242.461662122951
2014-08-27,634.0717839693698,-2097.7312850260173,3397.237556815709
2014-08-29,2227.6292680645156,-816.1608513034765,4936.1876438009995
2014-08-30,1900.0307750200566,-891.2381937794094,4601.91252807119
2014-08-31,2154.6815389148405,-588.2919663160893,4873.734647298463
2014-09-01,2436.3088027673193,-357.16928677407583,4998.4335622286135
2014-09-02,1926.7799946579048,-930.1513577086362,4736.315943509961
2014-09-03,1132.1440080500465,-1586.3755438375797,4094.343239803709
2014-09-05,2735.7142963160554,243.71879076126623,5317.584797714917
2014-09-06,2405.405202963767,-467.01263342526056,5371.11968828641
2014-09-07,2651.876479120507,-182.810542563788,5416.477828827418
2014-09-08,2919.7147395503475,283.86417266433585,5435.128910632408
2014-09-09,2390.734214477704,-365.2420803347965,4987.372305643886
2014-09-10,1571.0206024921752,-1064.857342441255,4359.61324526102
2014-09-11,2809.61550154374,153.22301364540826,5360.871392508115
2014-09-12,3108.1586628737514,298.8325429511885,5684.259303992412
2014-09-13,2737.0179520337024,58.49692399160949,5427.226159614316
2014-09-14,2938.0710959227335,241.21232963506438,5502.706394161544
2014-09-15,3156.3713414235617,423.92867286373087,5827.765358877384
2014-09-16,2574.2705363135,74.2752513047086,5228.4076181876535
2014-09-17,1698.4548759571305,-1193.74645100406,4513.266410486664
2014-09-19,3117.1043839906743,488.70813256045,5952.921372775765
2014-09-20,2685.006573087673,-144.67028878061836,5467.879622608423
2014-09-21,2824.958108571067,276.5219900366706,5603.839934136893
2014-09-22,2982.776905337012,233.44232007824127,5642.09935811319
2014-09-23,2341.579330165712,-500.7554358170022,5161.564787408176
2014-09-24,1408.80489715964,-1213.6705497297364,4104.645746876653
2014-09-25,2534.880870539329,-289.1889390655439,5277.567885503794
2014-09-26,2722.844362701032,-24.61135035051357,5165.78171611306
2014-09-27,2244.4521555172505,-564.2889513605659,4905.963261734368
2014-09-28,2342.9426433628632,-456.44080977262985,4922.957300448713
2014-09-29,2464.682324263485,-275.2935747225865,5322.3949783145945
2014-09-30,1793.2706232465403,-941.4977850506627,4487.364289377896
2014-10-01,836.5585348428501,-1814.4751645353454,3463.3903725270106
2014-10-02,1945.3081958539942,-786.1927452024696,4810.91259823675
2014-10-03,2122.8109961327546,-540.8367826850614,4789.196338324909
2014-10-04,1640.9944596544333,-990.3984069199862,4569.486733507733
2014-10-05,1743.1822855813793,-985.9343990140792,4524.085048177235
2014-10-06,1875.7399560911858,-1003.2476446766103,4541.650496786477
2014-10-07,1222.1796672608634,-1418.7935350691605,4260.195323630632
2014-10-08,290.180036003185,-2482.5948210026395,3012.376887099332
2014-10-09,1430.2476566165265,-1276.63199359865,4236.507924821213
2014-10-10,1645.338074910888,-1301.0880190145538,4482.44479922384
2014-10-11,1206.9663719299172,-1548.7695985575763,4052.93699524246
2014-10-12,1357.9717071114567,-1479.484273364959,4016.783613812708
2014-10-13,1544.1681886415345,-1239.596156102418,4236.275350539613
2014-10-14,948.4557891958899,-1735.360328398389,3817.016739929844
2014-10-15,77.84672246231389,-2507.3481558569083,3065.5195507926364
2014-10-16,1282.1343157423892,-1494.8665143544347,3753.651912860547
2014-10-17,1563.5219066582881,-1152.2478284359886,4248.719774729784
2014-10-18,1192.7419124340622,-1671.2979809074084,3913.808596659322
2014-10-19,1411.829372793722,-1262.2837078373725,4117.627929410674
2014-10-20,1665.7822770995867,-1042.9342038628731,4425.351121751891
2014-10-21,1136.6823334180597,-1613.0189228864772,3713.727375469705
2014-10-22,330.73150868789185,-2304.6822280220713,3132.063128663924
2014-10-24,1936.7221289283716,-868.5922189926127,4635.405559157386
2014-10-25,1620.1129760581439,-1155.6032622481523,4499.354899183624
2014-10-26,1888.465283090406,-785.494221653567,4686.117520006167
2014-10-27,2186.1634300544556,-802.3927591444678,4686.52975493118
2014-10-28,1694.7451968052371,-1225.7032070815967,4427.753967207512
2014-10-29,919.9474068943864,-1807.6354260905343,3512.6958767739384
2014-10-31,2567.2404091817266,-101.64471203600783,5160.630779036765
2014-11-01,2260.314194496119,-386.4112266220131,5015.975594488347
2014-11-02,2530.899087937496,-221.21863725150493,5123.979069743287
2014-11-03,2823.4112844638967,69.21047310595402,5549.994688867382
2014-11-04,2319.5312183180586,-500.60588437160874,5130.982034106656
2014-11-05,1525.2492292936938,-1217.2605964479073,4244.4420911935895
2014-11-06,2789.551300439539,-44.61660234246059,5502.5825350511695
2014-11-07,3114.062035420673,481.33795910057745,5892.179570031459
2014-11-08,2769.174685461695,-181.56938806012792,5411.157349078246
2014-11-09,2996.8322182145916,217.54383564066453,5756.578334630701
2014-11-10,3242.191470581409,509.15691019823004,6198.812076029782
2014-11-11,2687.7438167442106,-1.8848464299610126,5436.985102705913
2014-11-12,1840.347525737238,-760.7978983858027,4465.61389186185
2014-11-14,3318.957881069907,715.4210144093411,6122.686510479474
2014-11-15,2918.8633425746425,30.202066749479947,5556.838739987244
2014-11-16,3092.493814242654,283.5114078457825,5975.042103689642
2014-11-17,3285.9145869049617,623.7293320854709,5930.812602517499
2014-11-18,2682.4798667966907,-48.59353007081259,5387.0993945943355
2014-11-19,1789.8472591283091,-781.4607218749462,4463.2179640435725
2014-11-20,2958.631587234346,315.2066964689393,5622.035759258036
2014-11-21,3192.0158510768388,813.5229272490416,6094.777554361133
2014-11-22,2761.849804822443,119.24650010376631,5472.608543259906
2014-11-23,2911.4008357318307,226.0831184480442,5850.8706157875795
2014-11-24,3086.9898803747255,460.5962498670644,5844.783743845569
2014-11-25,2472.0864908648855,-307.75355998998083,5082.741922864918
2014-11-26,1574.318876927015,-1094.045777959106,4349.678233719375
2014-11-27,2744.1263746971117,21.978281486482043,5407.008553496772
2014-11-28,2984.372280198,138.07127161644118,5766.584093306879
2014-11-29,2566.447589550906,-152.15964203870735,5341.945631015909
2014-11-30,2733.0303138644967,-144.84887257269094,5406.482440400838
2014-12-01,2929.7330114427396,227.26921393589924,5814.446729672568
2014-12-02,2339.2124806353618,-381.5035916889022,4995.7867029091985
2014-12-03,1468.1971661169036,-1239.761960989068,4092.2029091109102
2014-12-04,2666.159443740129,-140.0029824952838,5545.77003769338
2014-12-05,2934.9502828291393,122.43648644193148,5710.599671990646
2014-12-06,2544.9263892299314,16.08717200646124,5327.696741350509
2014-12-07,2737.7339803903733,-95.62852936174441,5461.488598035568
2014-12-08,2957.981280870889,370.12902551208185,5815.022841741499
2014-12-09,2387.373094039136,-205.06153444327194,5248.832601435851
2014-12-10,1531.7624247885674,-1252.5318321182049,4332.337514865507
2014-12-12,3012.818381876771,119.79152285411017,5680.274069438202
2014-12-13,2620.520981320782,-286.8614549536005,5351.1886769563425
2014-12-14,2804.238314621707,83.33260228439701,5456.182415867703
2014-12-15,3008.3844397312923,344.7840179586737,5721.780587699834
2014-12-16,2414.645766223839,-300.9752091661949,5180.637487118696
2014-12-17,1529.0371758261997,-1088.948116481058,4104.127827483502
2014-12-19,2931.0408509555,279.98774716771294,5537.967173311606
2014-12-20,2490.894396765496,-268.0537556817473,5158.672392325773
2014-12-21,2622.284562788508,-131.41791717865254,5312.182635749794
2014-12-22,2770.6052839120543,-14.51263958813021,5423.464129258412
2014-12-23,2118.6405424545155,-559.9674129857771,4875.31937112988
2014-12-24,1173.5966453773167,-1399.114125677781,3814.1786220178906
2014-12-26,2458.174992797819,-401.4930482877295,4971.32941908919
2014-12-27,1962.640681168923,-819.0226969503676,4807.585931584514
2014-12-28,2042.5765633889205,-743.1857001105692,4741.303178880243
2014-12-29,2144.604229188025,-406.2313076356505,4818.10460454478
2014-12-30,1452.6504323318254,-1407.9593452327285,4272.521786579818
2014-12-31,474.9502872464386,-2082.0859470618566,3180.0597157989823
2015-01-02,1719.6015797852501,-818.9465543362682,4554.2921863414285
2015-01-03,1218.0574576898075,-1422.1120145149225,3956.3655598923733
2015-01-04,1301.8015495781754,-1361.9603033937287,4296.685408572353
2015-01-05,1417.5783313886109,-1316.6185860386483,4149.141842599381
2015-01-06,749.2172596889453,-2080.857377929461,3358.736333300087
2015-01-09,1141.7357505420127,-1746.7815258628598,3916.6087880305204
2015-01-10,697.8370565299468,-2141.6406389175477,3535.3821402946664
2015-01-12,1029.9285141079713,-1737.5825803736004,3693.259238073922
2015-01-13,433.82998995562,-2260.1097060734487,3203.9610441890577
2015-01-17,676.2823053368031,-1955.4763960572216,3419.561809305013
2015-01-19,1136.6082880202691,-1358.060542321729,4175.89443258769
2015-01-23,1321.7625734623937,-1409.8939769489552,4130.886303426676
2015-01-24,966.2751440865374,-1642.4012556904875,3910.847967159952
2015-01-26,1429.4552968384135,-1203.9259584216913,4248.335416067997
2015-01-27,873.462382222939,-1923.2506827449256,3725.6423321371813
2015-01-28,25.258388553445684,-2898.251596629009,2798.0911246682194
2015-01-30,1500.2735830397176,-1148.2909169450265,4215.931959244302
2015-01-31,1095.5294899772884,-1457.283731566032,3838.494322457724
2015-02-03,825.3219041643463,-2037.1503246902478,3762.4972795979716
2015-02-06,1263.978172281156,-1434.524428085843,4080.263613111194
2015-02-07,801.9992224197135,-1907.4093548484993,3553.280799110909
2015-02-08,916.2597926098935,-1726.5305131486425,3540.175663141163
2015-02-09,1053.7037366290647,-1769.9094828291823,3876.673716076723
2015-02-10,398.5753200325355,-2219.575989965281,2983.1659570681236
2015-02-14,331.0158518679291,-2462.27289622839,3039.7896574523843
2015-02-15,462.5679355564423,-2131.329453439213,3208.8158514322117
2015-02-16,628.8654581195165,-2049.7643267026883,3387.3947796606217
2015-02-18,-874.723182202388,-3578.8640600237363,1837.582009503453
2015-02-20,582.5738967210798,-2233.6010652367904,3169.8970832590885
2015-02-21,202.5529824240714,-2553.5615254165987,2937.7929042608203
2015-02-22,416.27741329967694,-2154.3412262409947,3183.042705744344
2015-02-23,668.9883813521402,-2213.992763400467,3455.1104501859036
2015-02-25,-655.9861373760484,-3478.934262243001,2227.712629561302
2015-02-27,975.6744084524465,-1838.1883134157288,3562.399003111536
2015-02-28,676.8149042574225,-2109.8486683698275,3211.7431997680483
2015-03-01,965.471266747735,-1567.1836152419885,3715.911725093158
2015-03-02,1285.379189045689,-1632.6926039522486,3901.3255698193834
2015-03-05,1380.428518039024,-1545.2234747859789,4178.272591479513
2015-03-06,1759.7731619077467,-1003.8490573098645,4368.627721061638
2015-03-07,1473.5723408434437,-1450.9616680079378,4114.410081217576
2015-03-08,1762.4450457566859,-972.5378011327539,4541.720695378569
2015-03-09,2070.212338682896,-755.3904972743451,4715.153160189552
2015-03-10,1578.0450264209073,-1196.215849860204,4343.440638511733
2015-03-12,2059.3232063045702,-674.5405605307166,4816.402019861957
2015-03-13,2382.881481416577,-191.2868845681977,5194.483175808631
2015-03-14,2032.5109375499674,-586.8447781821424,4865.063402931327
2015-03-15,2250.188008807884,-442.73510648450616,4822.814938857729
2015-03-16,2481.2101274883466,-187.8941862624738,5104.90340787473
2015-03-17,1908.308142127692,-697.9187681171809,4671.936288271607
2015-03-19,2222.5866629919265,-564.4914431553202,5049.953984455737
2015-03-20,2463.0871223714767,-384.2005914816233,5239.614949305734
2015-03-21,2032.011551393332,-731.3721822618468,4847.402370583109
2015-03-22,2172.7789623530466,-611.9089379219673,4999.1685627682855
2015-03-23,2331.984009656112,-403.6167592274508,5209.163961879931
2015-03-24,1693.512416401818,-992.4777634557596,4436.408728867029
2015-03-26,1899.122823569178,-815.3199844692996,4641.697575388772
2015-03-27,2097.8957129754635,-593.7830470598302,4695.300200511413
2015-03-28,1634.0618922476922,-1135.296673192874,4189.151799980425
2015-03-29,1751.1868089209045,-965.6139043925045,4493.4047806394165
2015-03-30,1895.820214333615,-747.7322007700743,4546.658460949314
2015-03-31,1251.590319562135,-1294.2891131704878,3946.529827333645
2015-04-02,1470.1636059141617,-1341.5039381936817,4238.745463369008
2015-04-04,1245.8470731994144,-1505.6699360845332,4073.148343662872
2015-04-05,1391.4692229046827,-1315.7787038565136,4254.934991405312
2015-04-06,1568.6180711491022,-1116.8426241970867,4256.602740681115
2015-04-07,959.8142022734431,-1801.0763656160386,3738.3815127626594
2015-04-09,1253.513610541629,-1683.3622564687732,3838.33955143448
2015-04-10,1507.1623457180983,-1355.6686386475053,4279.999538783469
2015-04-11,1102.9368429813587,-1450.117236866369,3904.6435587836113
2015-04-12,1282.5178461064284,-1419.452235188728,3913.700160006951
2015-04-13,1490.6143120904585,-1090.4605956070234,4448.499104503686
2015-04-14,909.1034635130895,-1624.9248781179701,3644.1823659238453
2015-04-16,1244.5754214596018,-1535.041992404048,4028.151673652656
2015-04-17,1512.1604479516163,-1216.324475661915,4388.44045640317
2015-04-18,1117.1332100221396,-1574.1696030047187,3931.729703932896
2015-04-19,1301.2838513517274,-1474.8768084232095,4077.2944679221337
2015-04-20,1509.5712934971589,-1307.2223297954263,4134.547503374533
2015-04-21,924.2508503096468,-1624.130595756024,3752.782005284351
2015-04-22,51.912748025992414,-2562.920897568956,2717.5246061705284
2015-04-24,1497.2317551663382,-1261.9745088485608,4096.349790242393
2015-04-25,1088.1362158878983,-1767.8788591284672,3961.894158261828
2015-04-26,1257.4009771060475,-1459.8148071151827,4133.0442661540865
2015-04-27,1450.7298736342589,-1294.1129730821317,4199.794951805087
2015-04-28,851.1063562701319,-1810.7827854222346,3732.652805343625
2015-04-29,-34.189562249404844,-2858.5809885879967,2863.027678890541
2015-04-30,1145.0750025417208,-1883.8043015747976,3960.3096763428703
2015-05-01,1391.6994321451928,-1425.7571234583486,4096.193926073856
2015-05-02,977.1511538697107,-1682.7082047468934,3899.701288794027
2015-05-03,1144.319896102871,-1697.3302035893946,3632.1234647470665
2015-05-04,1339.1574529750114,-1430.8892642289888,4007.3970081594957
2015-05-07,1060.3552850139833,-1690.331175695975,3816.8897982391527
2015-05-08,1323.014781242173,-1226.378215331991,3993.283065913108
2015-05-09,927.5842692768372,-1644.602413581386,3640.9527715841728
2015-05-10,1116.529214661067,-1796.3057247246318,3745.202957770924
2015-05-11,1335.2954008909492,-1464.8832272380985,4300.136266277634
2015-05-12,766.423821602578,-1587.0705772440404,3530.900962809269
2015-05-13,-83.41734990675809,-3032.0988858777832,2376.699034964147
2015-05-14,1135.2431669089767,-1666.2125174390076,3803.840579066325
2015-05-15,1424.316950098309,-1431.3559872577046,4134.3254831405675
2015-05-16,1054.2841917961894,-1674.8067752354625,3938.952751371698
2015-05-17,1266.9771052582764,-1399.042058996958,4018.4085837771104
2015-05-18,1507.2503563685655,-1298.5741405384497,4330.817085105177
2015-05-20,122.76820850775357,-2589.3201278390397,3190.152186739356
2015-05-21,1353.313216039189,-1379.8443986245338,3954.637247403147
2015-05-22,1650.3733396149923,-949.6007688427044,4404.628070499609
2015-05-23,1284.242895241293,-1440.2986114659225,4068.137984807274
2015-05-24,1496.6709520786146,-1112.2131673840001,4094.500055705597
2015-05-25,1732.532449175524,-927.8724763101216,4589.919619471399
2015-05-26,1173.9567299939465,-1475.99855686035,3967.4095593992806
2015-05-28,1542.1681758686284,-1162.186443471866,4158.2713884895375
2015-05-29,1820.368174756079,-824.2219895197378,4607.957124804096
2015-05-30,1432.716351104702,-1265.1031457622303,4107.005475679853
2015-05-31,1621.469563198608,-1175.6855467035505,4333.616172030977
2015-06-01,1832.0504057669232,-854.3721720290041,4485.836384240152
2015-06-04,1561.9638213265914,-1405.7313318269887,4312.494851289902
